user_id,recommended_skill_id,confidence_score,priority_level,estimated_completion_time,expected_salary_impact,recommendation_reason
29,161,0.4685212532512142,4,2,16.62588311826682,Skill gap
27,94,0.6866428620737737,2,11,22.24740008283402,High demand
30,55,0.3149997982639581,4,6,27.099944421779668,High demand
25,31,0.6591936755664296,3,2,10.174657575002989,Career growth
42,115,0.5703225019882822,3,5,27.954828961542574,Leadership
21,8,0.698214366240965,2,2,25.379505799247227,Industry trend
20,190,0.7846680944237515,4,3,29.471400379455865,Skill gap
0,104,0.7375234421050889,2,11,27.006294332042177,High demand
36,199,0.9794046148676226,1,6,11.998433242297667,Industry trend
12,77,0.39540308727504103,4,1,7.648897783601193,Leadership
20,160,0.5965185361615472,2,6,7.8060267997897155,Skill gap
45,86,0.5931332082838847,2,3,12.280582964456903,Skill gap
8,20,0.5877667105550152,3,7,20.35459309961348,Leadership
16,54,0.7580208905094411,4,2,25.108008152429313,Skill gap
46,75,0.6379813617772384,1,6,27.48125767453912,Leadership
20,184,0.6570284662709445,1,8,20.593834609230818,Skill gap
30,129,0.5983256345812676,4,1,5.140782818701343,Career growth
38,140,0.9842726281028081,4,11,9.657919412963338,Leadership
21,125,0.940017330685139,2,11,7.493155096334199,Industry trend
11,131,0.512329690661416,3,9,14.08311188922525,Career growth
5,83,0.37699980808900035,3,5,17.53377484084365,Industry trend
15,177,0.879437659586636,3,5,6.084929464464021,Skill gap
25,114,0.9880474734837498,4,5,13.711949394891382,Industry trend
4,47,0.5019001368873554,3,6,9.479491865633065,Career growth
8,122,0.5468715988308187,2,2,21.176754156471848,Leadership
45,77,0.9497268952247899,4,6,16.6068092331085,High demand
39,29,0.790679367422132,4,11,17.38294117334772,Industry trend
13,28,0.503990448927949,3,4,15.692294700836527,High demand
43,135,0.7009220789859013,1,8,28.900492762164173,Industry trend
41,139,0.9515184097613366,1,11,10.368378128039081,Industry trend
29,40,0.8601510437925871,2,9,17.916606496096858,Leadership
25,25,0.8118645724727751,3,9,23.400434209133397,Skill gap
44,49,0.8085274550916454,3,8,18.921110328364065,Career growth
28,1,0.4228340237616665,4,3,28.225522142920028,Career growth
18,54,0.8690300550672762,4,10,14.449208891032104,Career growth
46,103,0.4905218563859861,3,11,16.59189514432945,Skill gap
7,183,0.9419529939520553,4,11,7.21305788036821,High demand
22,13,0.5516015937995102,3,4,20.224977776298214,Career growth
41,133,0.891785673959157,2,1,12.20529921120265,High demand
34,127,0.483701111217283,4,9,9.007725987889222,Skill gap
30,103,0.6550235862417458,3,5,18.6132823226127,Skill gap
34,94,0.3737508538874518,4,6,18.307756584497767,Leadership
31,80,0.75548204306736,2,3,6.896791030601189,Career growth
4,60,0.8768946998651184,4,11,22.45538633736182,Leadership
15,11,0.7957286240986671,3,10,20.59430476627132,Career growth
16,12,0.6610483739276736,4,8,9.72543206866243,Skill gap
31,146,0.331129956235007,4,7,16.735871553851098,Skill gap
37,171,0.9440742949478923,3,1,23.008072911964,Industry trend
31,88,0.7867877885192579,1,10,18.235893513531913,Industry trend
19,94,0.8146463244720797,4,5,14.887226904589255,Skill gap
47,58,0.8483295971024569,4,10,13.058461452023591,Skill gap
1,36,0.8159429638900513,2,9,20.25984666610134,High demand
19,24,0.6043701532278501,1,11,28.477717457756015,High demand
46,15,0.8061990622086833,2,6,21.793621011937084,Leadership
17,165,0.7312684835891269,3,8,6.868647590907887,Industry trend
0,170,0.8892712702314626,3,10,16.517124337053346,Industry trend
28,86,0.8536972725827855,2,1,27.270603287765688,Skill gap
28,141,0.3285483239024093,4,10,7.361560645027172,Skill gap
18,133,0.5614320923294976,1,11,29.721892803438582,Leadership
43,22,0.32395414500688724,2,7,28.72673484113553,Industry trend
39,125,0.37043169808860754,2,3,6.9568620182468965,High demand
5,59,0.7149733981824918,3,9,28.335333011238873,Career growth
43,139,0.9029370566019548,4,6,14.078314756486556,Leadership
38,140,0.3826790835093944,1,5,26.117729176896564,Career growth
49,99,0.6112516083521137,2,8,15.459583442831788,High demand
45,102,0.9285064443164461,1,8,16.021377817562897,High demand
7,133,0.8618676787333955,1,3,20.856077274438565,Career growth
23,62,0.6585708485614916,2,2,24.361935481899582,Leadership
19,37,0.8323842931368933,1,2,5.8447287737062155,Career growth
13,127,0.6606587040907305,3,5,19.828899888178356,Leadership
4,49,0.40908371272516564,4,10,9.668324852434274,Leadership
40,179,0.38606791812295854,4,7,13.648737946580074,Skill gap
39,39,0.42997408012627814,4,8,13.699216653880413,Industry trend
33,7,0.5421362455263188,3,10,16.72650850552884,Industry trend
15,188,0.9420651946950728,3,8,13.353410296904334,High demand
44,7,0.8517781054209849,3,8,7.684027961266694,Skill gap
6,103,0.5986330772461591,4,10,8.640718463136286,Industry trend
15,33,0.640222929753426,1,11,5.835949639027442,Leadership
6,187,0.4832705257898262,3,3,16.756227133218857,Leadership
26,56,0.7860035399657698,2,11,28.861192371324712,Career growth
13,173,0.8539083133088062,3,2,7.891880591202914,Career growth
13,21,0.4648442400106278,2,4,28.65661232507705,Leadership
43,86,0.32885692041266107,4,1,23.33403786830234,Leadership
32,39,0.7304833707824495,2,3,20.937470073354078,Career growth
32,172,0.6881333622033684,3,11,21.131943883089072,Industry trend
43,182,0.5774704969699247,3,9,25.668191209907054,High demand
19,178,0.744286819823515,1,7,7.672996609495534,Career growth
46,85,0.679923175609749,4,7,17.618858089138545,Industry trend
35,132,0.47290128784999297,2,1,22.427278456518962,Industry trend
6,94,0.5744329931796784,4,7,19.67051112683909,Industry trend
31,12,0.5953983631255967,3,10,25.819476775582366,Skill gap
47,27,0.9073711161881389,1,7,6.806792725283787,Skill gap
2,83,0.963023866348982,3,4,22.26752598747915,Industry trend
38,61,0.9161709400535829,3,7,18.350693259617945,Leadership
28,92,0.7962328365958659,3,8,14.479021599498585,Skill gap
23,86,0.703644986188017,2,3,13.506874555850771,Career growth
21,23,0.7755905284715089,3,10,20.520815819354823,Skill gap
5,97,0.9479853623055553,4,2,27.27488436610662,Leadership
47,6,0.4724991273044439,4,7,17.404398152527882,High demand
23,165,0.6692331502946494,1,5,25.618079101923005,Skill gap
39,36,0.7758295331102815,4,5,15.053909546099188,Industry trend
22,67,0.7686804309137495,3,5,7.559861569829414,Industry trend
37,169,0.4740724821080171,3,7,6.537643411465964,Industry trend
9,85,0.7048447538989288,4,9,6.283359283091939,High demand
15,132,0.8491800682699079,1,11,14.503753548941749,Leadership
10,191,0.6278044962346683,1,8,13.430943770896052,Career growth
31,177,0.8473756729221271,4,6,22.948425590564238,Leadership
44,86,0.5483189924506428,2,7,23.570537539621647,High demand
5,14,0.9477444877429936,2,9,6.271349220843495,Industry trend
23,122,0.6684106239443797,2,11,10.528081572225375,Leadership
32,106,0.7112040860469039,2,6,11.856546253972493,Career growth
11,180,0.321639482475166,4,1,18.690299603570235,Industry trend
26,152,0.41748570461873,1,4,8.612880597673756,Career growth
37,88,0.7367243775250208,3,8,8.348530485000008,Skill gap
17,124,0.5897105565297671,3,7,28.59472223019895,Career growth
44,112,0.6506330154161405,4,3,25.105072682444526,Industry trend
38,136,0.3434502720262533,3,10,9.516372552279257,Skill gap
12,165,0.8755533145031651,2,3,15.164195197637275,Industry trend
39,149,0.8413088655843899,1,11,13.890549981439138,Industry trend
29,106,0.4278942432480762,4,3,24.77510185163518,Skill gap
48,86,0.7376872565075917,1,1,17.75532291195305,Career growth
40,176,0.8646374960414474,4,10,8.196243424836675,High demand
12,67,0.7421893541267639,4,1,23.474801578906096,High demand
33,14,0.5141746857541329,4,6,14.922199455622973,High demand
35,64,0.7527166938299353,4,1,11.573106190803676,High demand
29,53,0.44521860590141643,1,5,14.387465550518003,Leadership
24,157,0.5195959481228004,3,4,17.44391409017241,High demand
1,92,0.46564806064395325,4,5,13.577887910425236,Skill gap
35,19,0.6842783206492424,2,7,11.047644314793946,High demand
17,32,0.3746763862682285,4,6,14.96255072009951,Industry trend
4,99,0.9439841624403537,1,9,5.479322768747456,High demand
18,76,0.5301235240273781,4,6,24.312446152407848,Career growth
41,134,0.4510893877030029,2,9,9.273622339189645,Skill gap
17,135,0.6426193713852635,1,4,6.097615340765931,Skill gap
31,155,0.49112849473375403,4,1,21.34246732262698,Leadership
20,172,0.6690838196040245,2,1,24.348403220591806,Industry trend
9,106,0.5404713133496389,1,10,25.34572828982108,Skill gap
36,119,0.39112609943063814,4,7,17.337729566514998,Career growth
48,73,0.48346771699881075,2,3,10.134204617249633,High demand
21,10,0.6025234930234523,1,2,23.43069193124567,Skill gap
12,30,0.3209023262709417,4,6,22.492826928858427,Career growth
16,11,0.8317433436401858,1,6,11.15676835257933,High demand
8,123,0.7290589495673868,2,7,27.585193896569823,Leadership
23,77,0.7149381290220644,4,5,7.609286452070725,Skill gap
43,178,0.6767744529991084,4,8,29.56720598978314,Skill gap
13,171,0.7073160889042972,4,7,26.506195274436614,Career growth
45,95,0.9449098473679821,2,2,22.197466136976878,Industry trend
7,49,0.30591275545941105,3,1,28.468747206995822,Leadership
36,116,0.332981799663847,4,9,23.057779208092693,Industry trend
18,16,0.4321304528522536,2,5,9.761424925751149,Skill gap
27,162,0.4154379521952735,1,11,16.053903452820293,Industry trend
45,128,0.425024177033736,1,5,6.787575608290884,High demand
40,156,0.7636412812355685,2,10,14.741435557202886,Leadership
29,178,0.617043477724614,3,4,23.540075493430216,Industry trend
6,63,0.9843274260509381,2,2,14.661083773270434,High demand
25,131,0.45655128121403193,1,5,13.257354386703353,Career growth
39,86,0.5144727697089713,1,2,19.883893062757796,Industry trend
45,155,0.9791260945931378,4,7,26.805113224972374,Leadership
45,15,0.8739131171535504,3,11,6.189579813652811,High demand
10,62,0.6241614622681876,2,9,14.636760867493384,Industry trend
13,75,0.6826718510267329,1,9,8.956018545381568,Career growth
20,180,0.8817927652504599,1,11,22.38385626829674,Industry trend
7,84,0.6318763697719664,1,6,7.643114010778372,High demand
2,108,0.44215636927163815,2,1,21.620193964506115,Industry trend
27,16,0.8716267316025259,2,6,12.154521769947683,Leadership
28,167,0.6710630189801939,3,5,9.972920343430618,Skill gap
22,140,0.4055993920430367,4,4,28.408813945624633,High demand
