user_id,skill_sequence,reward,state,action,next_state,done
12,"[np.int64(175), np.int64(162), np.int64(159), np.int64(174), np.int64(46), np.int64(191), np.int64(173), np.int64(102), np.int64(120)]",3.0284242422603125,175_162_159_174_46_191_173_102,120,175_162_159_174_46_191_173_102_120,False
12,"[np.int64(175), np.int64(162), np.int64(159), np.int64(174), np.int64(46), np.int64(191), np.int64(173), np.int64(102), np.int64(120), np.int64(162)]",12.41844910800191,175_162_159_174_46_191_173_102_120,162,175_162_159_174_46_191_173_102_120_162,True
13,[np.int64(35)],28.63207565330758,,35,35,False
13,"[np.int64(35), np.int64(113)]",35.776932710693664,35,113,35_113,False
13,"[np.int64(35), np.int64(113), np.int64(36)]",35.56919415129842,35_113,36,35_113_36,False
13,"[np.int64(35), np.int64(113), np.int64(36), np.int64(13)]",43.164438025731506,35_113_36,13,35_113_36_13,False
13,"[np.int64(35), np.int64(113), np.int64(36), np.int64(13), np.int64(154)]",33.74202456976965,35_113_36_13,154,35_113_36_13_154,False
13,"[np.int64(35), np.int64(113), np.int64(36), np.int64(13), np.int64(154), np.int64(122)]",45.66860369886178,35_113_36_13_154,122,35_113_36_13_154_122,False
13,"[np.int64(35), np.int64(113), np.int64(36), np.int64(13), np.int64(154), np.int64(122), np.int64(82)]",9.959395989253487,35_113_36_13_154_122,82,35_113_36_13_154_122_82,False
13,"[np.int64(35), np.int64(113), np.int64(36), np.int64(13), np.int64(154), np.int64(122), np.int64(82), np.int64(158)]",20.192565005092582,35_113_36_13_154_122_82,158,35_113_36_13_154_122_82_158,False
13,"[np.int64(35), np.int64(113), np.int64(36), np.int64(13), np.int64(154), np.int64(122), np.int64(82), np.int64(158), np.int64(72)]",-9.155220203026559,35_113_36_13_154_122_82_158,72,35_113_36_13_154_122_82_158_72,False
13,"[np.int64(35), np.int64(113), np.int64(36), np.int64(13), np.int64(154), np.int64(122), np.int64(82), np.int64(158), np.int64(72), np.int64(101)]",-9.582544761802527,35_113_36_13_154_122_82_158_72,101,35_113_36_13_154_122_82_158_72_101,True
14,[np.int64(37)],-9.276248930655955,,37,37,False
14,"[np.int64(37), np.int64(20)]",-7.942499301367459,37,20,37_20,False
14,"[np.int64(37), np.int64(20), np.int64(109)]",32.14030604611171,37_20,109,37_20_109,False
14,"[np.int64(37), np.int64(20), np.int64(109), np.int64(93)]",6.74510816907701,37_20_109,93,37_20_109_93,False
14,"[np.int64(37), np.int64(20), np.int64(109), np.int64(93), np.int64(137)]",24.762783640876926,37_20_109_93,137,37_20_109_93_137,False
14,"[np.int64(37), np.int64(20), np.int64(109), np.int64(93), np.int64(137), np.int64(153)]",2.1366308654401367,37_20_109_93_137,153,37_20_109_93_137_153,False
14,"[np.int64(37), np.int64(20), np.int64(109), np.int64(93), np.int64(137), np.int64(153), np.int64(135)]",6.2149325037028476,37_20_109_93_137_153,135,37_20_109_93_137_153_135,False
14,"[np.int64(37), np.int64(20), np.int64(109), np.int64(93), np.int64(137), np.int64(153), np.int64(135), np.int64(7)]",20.27846335688452,37_20_109_93_137_153_135,7,37_20_109_93_137_153_135_7,False
14,"[np.int64(37), np.int64(20), np.int64(109), np.int64(93), np.int64(137), np.int64(153), np.int64(135), np.int64(7), np.int64(187)]",48.53416780136492,37_20_109_93_137_153_135_7,187,37_20_109_93_137_153_135_7_187,False
14,"[np.int64(37), np.int64(20), np.int64(109), np.int64(93), np.int64(137), np.int64(153), np.int64(135), np.int64(7), np.int64(187), np.int64(71)]",26.976229352551496,37_20_109_93_137_153_135_7_187,71,37_20_109_93_137_153_135_7_187_71,True
15,[np.int64(25)],-1.5537725337272001,,25,25,False
15,"[np.int64(25), np.int64(82)]",3.493808343824436,25,82,25_82,False
15,"[np.int64(25), np.int64(82), np.int64(106)]",23.488049487692898,25_82,106,25_82_106,False
15,"[np.int64(25), np.int64(82), np.int64(106), np.int64(68)]",35.845580012778896,25_82_106,68,25_82_106_68,False
15,"[np.int64(25), np.int64(82), np.int64(106), np.int64(68), np.int64(96)]",27.16107835617794,25_82_106_68,96,25_82_106_68_96,False
15,"[np.int64(25), np.int64(82), np.int64(106), np.int64(68), np.int64(96), np.int64(29)]",3.9280347680093697,25_82_106_68_96,29,25_82_106_68_96_29,False
15,"[np.int64(25), np.int64(82), np.int64(106), np.int64(68), np.int64(96), np.int64(29), np.int64(7)]",-9.94341744835058,25_82_106_68_96_29,7,25_82_106_68_96_29_7,False
15,"[np.int64(25), np.int64(82), np.int64(106), np.int64(68), np.int64(96), np.int64(29), np.int64(7), np.int64(37)]",35.429034818446354,25_82_106_68_96_29_7,37,25_82_106_68_96_29_7_37,False
15,"[np.int64(25), np.int64(82), np.int64(106), np.int64(68), np.int64(96), np.int64(29), np.int64(7), np.int64(37), np.int64(188)]",49.11243955466562,25_82_106_68_96_29_7_37,188,25_82_106_68_96_29_7_37_188,False
15,"[np.int64(25), np.int64(82), np.int64(106), np.int64(68), np.int64(96), np.int64(29), np.int64(7), np.int64(37), np.int64(188), np.int64(80)]",38.594787218365425,25_82_106_68_96_29_7_37_188,80,25_82_106_68_96_29_7_37_188_80,True
16,[np.int64(178)],36.511446157634346,,178,178,False
16,"[np.int64(178), np.int64(132)]",21.60613443616952,178,132,178_132,False
16,"[np.int64(178), np.int64(132), np.int64(54)]",9.003027321512963,178_132,54,178_132_54,False
16,"[np.int64(178), np.int64(132), np.int64(54), np.int64(19)]",5.489490059508699,178_132_54,19,178_132_54_19,False
16,"[np.int64(178), np.int64(132), np.int64(54), np.int64(19), np.int64(151)]",-7.735160981953997,178_132_54_19,151,178_132_54_19_151,False
16,"[np.int64(178), np.int64(132), np.int64(54), np.int64(19), np.int64(151), np.int64(163)]",24.99170971298276,178_132_54_19_151,163,178_132_54_19_151_163,False
16,"[np.int64(178), np.int64(132), np.int64(54), np.int64(19), np.int64(151), np.int64(163), np.int64(33)]",3.7976849240620525,178_132_54_19_151_163,33,178_132_54_19_151_163_33,False
16,"[np.int64(178), np.int64(132), np.int64(54), np.int64(19), np.int64(151), np.int64(163), np.int64(33), np.int64(121)]",-1.1119646790170146,178_132_54_19_151_163_33,121,178_132_54_19_151_163_33_121,False
16,"[np.int64(178), np.int64(132), np.int64(54), np.int64(19), np.int64(151), np.int64(163), np.int64(33), np.int64(121), np.int64(108)]",29.22979782966066,178_132_54_19_151_163_33_121,108,178_132_54_19_151_163_33_121_108,False
16,"[np.int64(178), np.int64(132), np.int64(54), np.int64(19), np.int64(151), np.int64(163), np.int64(33), np.int64(121), np.int64(108), np.int64(125)]",30.87255546929293,178_132_54_19_151_163_33_121_108,125,178_132_54_19_151_163_33_121_108_125,True
17,[np.int64(12)],8.223257215471321,,12,12,False
17,"[np.int64(12), np.int64(19)]",48.97669529721327,12,19,12_19,False
17,"[np.int64(12), np.int64(19), np.int64(65)]",6.4481700315163,12_19,65,12_19_65,False
17,"[np.int64(12), np.int64(19), np.int64(65), np.int64(46)]",2.1594153194258636,12_19_65,46,12_19_65_46,False
17,"[np.int64(12), np.int64(19), np.int64(65), np.int64(46), np.int64(146)]",16.529246827194967,12_19_65_46,146,12_19_65_46_146,False
17,"[np.int64(12), np.int64(19), np.int64(65), np.int64(46), np.int64(146), np.int64(172)]",-6.589565757256692,12_19_65_46_146,172,12_19_65_46_146_172,False
17,"[np.int64(12), np.int64(19), np.int64(65), np.int64(46), np.int64(146), np.int64(172), np.int64(164)]",48.70966788030745,12_19_65_46_146_172,164,12_19_65_46_146_172_164,False
17,"[np.int64(12), np.int64(19), np.int64(65), np.int64(46), np.int64(146), np.int64(172), np.int64(164), np.int64(121)]",25.306013384985487,12_19_65_46_146_172_164,121,12_19_65_46_146_172_164_121,False
17,"[np.int64(12), np.int64(19), np.int64(65), np.int64(46), np.int64(146), np.int64(172), np.int64(164), np.int64(121), np.int64(53)]",23.417125499850513,12_19_65_46_146_172_164_121,53,12_19_65_46_146_172_164_121_53,False
17,"[np.int64(12), np.int64(19), np.int64(65), np.int64(46), np.int64(146), np.int64(172), np.int64(164), np.int64(121), np.int64(53), np.int64(5)]",29.347776793983193,12_19_65_46_146_172_164_121_53,5,12_19_65_46_146_172_164_121_53_5,True
18,[np.int64(14)],3.620077960305237,,14,14,False
18,"[np.int64(14), np.int64(94)]",3.2765954639710415,14,94,14_94,False
18,"[np.int64(14), np.int64(94), np.int64(141)]",-0.31498073874556276,14_94,141,14_94_141,False
